index,Ru1,Ru2,Ru3,v1,v2,v3,v4,v5,boundrary area (m2),length (m),width (m),travel length (m),mobile robot travel time (min),number of assembly sequences,robot viability rating [roof panels] (0 to 1),number of roof panels,robot viability rating [wall panels] (0 to 1),number of wall panels,total number of panels,total weight (kg),embodied carbon (kgCO2e),max deflection (cm),required quantity of CLT master panels for fabrication,number of assembly sequences requiring extra support
196,6,16,15,2,41,63,1,2,80,10,8,1559,58,32,0.42,32,0.58,48,80,8146.852773,3560,0.258755,3.12,6
197,5,1,9,1,46,43,2,0,80,10,8,1820,68,32,0.43,32,0.44,53,85,8657.291297,3783,0.26821,3.27,5
198,0,0,1,0,48,68,1,1,98,14,7,2276,85,35,0.49,35,0.59,49,84,7848.126835,3430,0.221282,2.89,8
199,3,3,4,1,58,66,1,2,105,15,7,2352,88,34,0.45,34,0.57,51,85,8153.044911,3563,0.256906,3.03,9
200,3,17,5,2,39,30,2,2,88,11,8,2084,78,32,0.44,32,0.53,50,82,8850.020327,3867,0.350649,3.48,12
201,1,21,12,3,52,35,1,1,88,11,8,1938,72,37,0.51,37,0.57,49,86,8499.472274,3714,0.269825,3.11,16
202,5,17,13,2,37,35,1,0,104,13,8,1950,73,32,0.46,32,0.47,51,83,8824.875648,3856,0.285342,3.28,9
203,1,8,11,0,60,49,1,1,98,7,14,2169,81,35,0.5,35,0.59,48,83,8139.930298,3557,0.251154,2.99,6
204,5,21,11,0,33,49,1,1,98,7,14,2021,75,35,0.53,35,0.57,48,83,8603.63751,3760,0.26077,3.27,10
205,4,15,5,0,38,65,1,0,98,14,7,1854,69,31,0.42,31,0.63,46,77,7870.078224,3439,0.235532,2.95,8
206,0,17,6,0,33,39,1,2,98,14,7,1859,69,35,0.48,35,0.56,49,84,8497.420603,3713,0.259238,3.1,8
207,3,14,12,2,63,57,1,2,98,14,7,1968,73,31,0.42,31,0.56,49,80,8073.182068,3528,0.26655,2.96,10
208,6,15,3,2,34,65,0,2,80,10,8,1571,59,32,0.4,32,0.56,49,81,8271.802769,3615,0.25769,3.12,6
209,1,18,1,1,55,61,1,2,84,7,12,1866,70,35,0.46,35,0.56,50,85,8178.159187,3574,0.284204,3.1,10
210,6,9,7,0,49,34,0,1,112,14,8,1944,72,31,0.43,31,0.51,51,82,8790.826636,3842,0.265511,3.26,8
211,0,17,2,0,44,41,0,0,98,14,7,1880,70,35,0.48,35,0.55,48,83,8378.77061,3662,0.310308,3.05,10
212,6,16,9,2,48,62,2,1,110,10,11,2079,78,34,0.45,34,0.61,48,82,8112.859017,3545,0.254206,3.15,9
213,3,20,14,1,60,59,1,2,88,11,8,1794,67,34,0.45,34,0.55,52,86,8274.484015,3616,0.266033,3.09,8
214,5,8,16,2,66,66,1,2,88,11,8,1823,68,31,0.45,31,0.54,52,83,8144.831599,3559,0.262365,3.06,10
215,6,1,3,0,52,52,2,1,120,10,12,2103,78,35,0.5,35,0.55,52,87,8350.410184,3649,0.240585,2.98,10
216,3,22,10,2,44,46,2,0,105,15,7,2306,86,34,0.45,34,0.53,51,85,8619.101108,3767,0.289367,3.23,7
217,6,13,14,1,53,33,2,2,110,10,11,1919,72,34,0.48,34,0.48,52,86,8720.124341,3811,0.276979,3.25,7
218,5,10,9,0,66,31,2,1,88,11,8,1688,63,31,0.48,31,0.52,51,82,8676.671928,3792,0.268008,3.2,8
219,1,17,0,3,65,64,1,1,110,10,11,1898,71,34,0.45,34,0.6,50,84,7926.352797,3464,0.237797,2.95,8
220,7,13,9,0,52,44,1,1,98,14,7,2462,92,35,0.5,35,0.56,51,86,8438.620514,3688,0.234512,2.98,6
221,3,5,7,2,42,63,1,2,110,11,10,2150,80,32,0.47,32,0.56,49,81,8226.350701,3595,0.268902,3.1,12
222,7,4,12,1,33,46,2,1,110,11,10,1770,66,32,0.43,32,0.57,49,81,8526.805846,3726,0.301557,3.23,5
223,5,14,10,2,50,58,2,0,110,10,11,2031,76,34,0.52,34,0.5,52,86,8250.671527,3606,0.243443,3.08,10
224,4,8,2,2,60,56,1,1,98,14,7,2210,82,30,0.44,30,0.61,50,80,8009.285662,3500,0.274097,3.04,6
225,4,4,5,1,38,55,1,0,110,11,10,2064,77,32,0.44,32,0.56,50,82,8419.699055,3679,0.226456,3.18,9
226,4,11,13,0,49,40,1,1,105,15,7,2207,82,34,0.44,34,0.56,51,85,8801.41993,3846,0.310962,3.15,8
227,4,3,0,2,63,34,0,1,105,15,7,2139,80,35,0.49,35,0.53,52,87,8686.782349,3796,0.242789,3.21,8
228,2,10,15,2,34,42,2,1,112,14,8,2114,79,31,0.44,31,0.5,53,84,9010.345035,3938,0.271604,3.35,7
229,5,9,13,0,47,58,1,1,110,10,11,1862,69,33,0.46,33,0.6,48,81,8163.541572,3567,0.251203,3.04,7
230,1,10,13,2,62,57,1,1,88,11,8,1745,65,32,0.47,32,0.62,47,79,7994.578264,3494,0.245691,3.1,9
231,4,5,3,2,41,44,1,1,77,11,7,1850,69,32,0.44,32,0.57,49,81,8542.484223,3733,0.291997,3.27,10
232,1,6,12,3,37,33,1,1,121,11,11,2241,84,33,0.45,33,0.53,51,84,8944.401017,3909,0.259717,3.37,7
233,3,8,11,2,57,37,1,1,98,14,7,2129,79,30,0.42,30,0.61,49,79,8378.362623,3661,0.330741,3.21,12
234,1,6,13,3,63,34,1,0,112,14,8,2156,80,31,0.47,31,0.51,53,84,8745.246301,3822,0.288659,3.11,6
235,5,3,14,2,36,64,0,1,112,14,8,2120,79,31,0.45,31,0.56,50,81,8274.371825,3616,0.252881,3.25,7
236,6,8,7,2,55,39,0,1,110,10,11,1895,71,33,0.46,33,0.56,50,83,8473.927779,3703,0.272638,3.2,8
237,6,12,13,3,47,37,0,1,104,13,8,1782,66,32,0.48,32,0.53,50,82,8674.617898,3791,0.295557,3.21,8
238,6,17,3,1,38,30,0,1,104,13,8,1980,74,32,0.47,32,0.52,50,82,8938.199066,3906,0.29684,3.33,6
239,1,1,13,0,64,62,0,1,80,10,8,1857,69,34,0.51,34,0.58,49,83,7839.603776,3426,0.246695,2.85,7
240,3,11,15,1,60,66,0,0,90,15,6,2394,89,34,0.45,34,0.6,48,82,7804.613969,3411,0.254464,2.96,13
241,4,14,1,1,50,67,1,2,68,17,4,2136,80,29,0.4,29,0.6,49,78,7764.197565,3393,0.226882,2.95,7
242,6,19,14,1,54,51,1,0,88,11,8,1688,63,31,0.43,31,0.52,50,81,8344.309016,3646,0.263649,3.25,8
243,6,17,12,2,56,64,2,2,104,13,8,1847,69,32,0.47,32,0.52,51,83,8052.985489,3519,0.244737,2.99,11
244,1,7,3,2,66,60,1,0,110,10,11,1979,74,33,0.49,33,0.58,50,83,7985.152788,3490,0.252102,2.96,6
245,5,17,5,2,32,55,1,1,80,10,8,1742,65,34,0.49,34,0.63,47,81,8281.91284,3619,0.245504,3.17,7
246,4,10,4,3,39,41,0,1,98,14,7,2370,88,30,0.42,30,0.52,51,81,8776.050095,3835,0.277543,3.2,9
247,0,18,12,2,43,44,2,2,121,11,11,2253,84,34,0.45,34,0.5,52,86,8681.889064,3794,0.270239,3.21,9
248,6,15,10,2,60,40,0,1,104,13,8,1974,74,32,0.45,32,0.55,50,82,8426.204287,3682,0.250257,3.15,8
249,1,19,5,2,47,36,2,1,110,10,11,1917,71,33,0.47,33,0.56,49,82,8583.259034,3751,0.257468,3.25,7
250,3,16,9,1,41,41,0,1,121,11,11,2381,89,34,0.44,34,0.57,50,84,8585.792675,3752,0.319056,3.21,8
251,2,3,10,1,34,54,0,2,88,11,8,1967,73,33,0.44,33,0.51,51,84,8607.995401,3762,0.269617,3.26,8
252,3,17,12,1,40,51,0,0,121,11,11,2789,104,34,0.44,34,0.47,53,87,8645.974335,3778,0.239949,3.21,9
253,5,21,13,1,57,58,2,2,110,10,11,1940,72,33,0.49,33,0.5,52,85,8168.345809,3570,0.253801,3.1,9
254,3,20,6,3,49,43,0,2,112,14,8,2151,80,32,0.42,32,0.51,51,83,8710.384307,3806,0.279193,3.17,6
255,4,5,1,2,65,54,0,0,110,11,10,1830,68,32,0.46,32,0.54,50,82,8161.871152,3567,0.237205,3.06,6
256,5,18,9,1,57,31,0,1,84,7,12,2054,77,35,0.48,35,0.53,51,86,8655.438003,3782,0.270265,3.28,6
257,3,4,3,0,59,48,1,2,110,11,10,2045,76,32,0.44,32,0.61,49,81,8113.781598,3546,0.288682,3.05,10
258,7,8,0,3,40,51,1,1,72,18,4,2402,90,32,0.44,32,0.56,51,83,8513.64908,3720,0.281243,3.08,4
259,6,1,10,3,61,43,1,2,120,10,12,2177,81,35,0.46,35,0.54,51,86,8319.413171,3636,0.295093,2.95,9
260,2,16,5,1,32,61,1,2,84,7,12,2210,82,35,0.48,35,0.51,52,87,8649.631951,3780,0.247297,3.26,10
261,2,12,13,0,46,57,1,1,108,9,12,2123,79,35,0.51,35,0.6,48,83,8357.097655,3652,0.245307,3.12,5
262,3,16,10,2,68,55,2,0,88,11,8,2183,81,34,0.46,34,0.5,53,87,8119.864643,3548,0.234758,2.96,7
263,6,19,7,2,51,49,1,1,112,14,8,1914,71,31,0.48,31,0.58,50,81,8465.920043,3700,0.245523,3.26,6
264,6,21,11,2,56,35,2,2,98,7,14,2006,75,35,0.5,35,0.51,51,86,8626.921216,3770,0.26602,3.21,10
265,2,19,2,3,32,42,2,0,98,7,14,2172,81,35,0.49,35,0.48,51,86,8936.991489,3905,0.278307,3.54,14
266,4,15,6,1,33,58,0,1,98,14,7,1865,70,35,0.5,35,0.61,49,84,8298.970519,3627,0.22385,3.12,7
267,1,19,6,1,50,61,1,0,98,7,14,2057,77,35,0.5,35,0.58,50,85,8101.424453,3540,0.282343,3.08,7
268,5,16,5,2,40,42,0,1,84,7,12,1916,71,35,0.47,35,0.49,51,86,8801.084346,3846,0.274738,3.26,9
269,6,11,12,1,43,36,2,1,105,7,15,2204,82,37,0.5,37,0.53,51,88,8719.303853,3810,0.273278,3.27,15
270,1,20,8,2,42,70,1,1,88,8,11,1857,69,33,0.48,33,0.55,51,84,8331.676204,3641,0.234938,3.16,4
271,5,19,8,1,56,31,1,0,121,11,11,2229,83,33,0.44,33,0.53,51,84,8696.836496,3801,0.270075,3.22,8
272,2,11,2,3,67,61,2,2,112,14,8,2208,82,31,0.44,31,0.51,53,84,8064.872544,3524,0.229879,2.9,8
273,6,14,1,3,32,44,0,2,120,10,12,2100,78,34,0.52,34,0.49,51,85,8815.129355,3852,0.266545,3.26,13
274,6,5,10,1,46,37,1,1,121,11,11,2138,80,33,0.47,33,0.57,49,82,8608.474315,3762,0.261101,3.29,12
275,1,3,9,3,40,35,2,1,121,11,11,2054,77,33,0.47,33,0.54,50,83,8784.705563,3839,0.267504,3.23,6
276,4,7,12,2,59,42,1,0,98,14,7,2003,75,30,0.41,30,0.53,49,79,8352.086383,3650,0.276216,3.22,12
277,2,4,3,3,53,35,2,1,80,10,8,1844,69,31,0.42,31,0.5,52,83,8772.364571,3834,0.248667,3.18,8
278,2,11,11,1,35,47,2,1,121,11,11,2291,85,33,0.46,33,0.51,52,85,8714.546485,3808,0.250362,3.23,11
279,2,12,9,1,56,58,1,2,120,10,12,2693,100,35,0.5,35,0.56,51,86,8174.633772,3572,0.236248,3.1,9
280,7,19,9,3,56,40,1,1,104,13,8,1857,69,32,0.43,32,0.53,53,85,8474.907585,3704,0.292328,3.08,5
281,4,17,7,1,49,60,2,2,121,11,11,2478,92,34,0.46,34,0.52,53,87,8543.370534,3733,0.274872,3.17,7
282,3,14,14,1,32,54,1,1,98,14,7,2550,95,35,0.47,35,0.59,49,84,8246.995593,3604,0.303806,3.12,13
283,2,7,1,0,53,61,1,1,88,11,8,1665,62,30,0.48,30,0.56,48,78,7838.310062,3425,0.233809,2.94,6
284,4,8,8,2,50,38,1,2,110,11,10,2436,91,32,0.45,32,0.56,49,81,8249.823744,3605,0.294988,3.14,7
285,6,19,6,1,56,32,0,1,121,11,11,1754,65,33,0.45,33,0.58,49,82,8693.080153,3799,0.278292,3.36,6
286,2,1,1,1,60,34,1,1,104,13,8,2018,75,32,0.41,32,0.56,50,82,8515.803768,3721,0.255484,3.22,10
287,4,5,4,1,61,69,0,2,110,11,10,1844,69,32,0.42,32,0.59,50,82,7924.492795,3463,0.276269,2.94,8
288,4,21,15,0,48,53,1,1,77,11,7,1760,66,32,0.45,32,0.62,49,81,8310.871259,3632,0.235312,3.09,7
289,4,4,3,2,33,45,1,1,110,11,10,2022,75,32,0.45,32,0.58,49,81,8555.099316,3739,0.305863,3.19,9
290,5,5,7,2,54,36,1,2,88,8,11,1809,67,32,0.46,32,0.51,49,81,8296.518329,3626,0.285061,3.09,12
291,7,8,0,2,56,32,0,2,72,18,4,2369,88,32,0.42,32,0.52,52,84,8860.630331,3872,0.31887,3.41,8
292,1,20,1,2,53,63,1,2,88,11,8,1676,62,31,0.41,31,0.54,52,83,8211.739626,3589,0.264724,3.08,9
293,3,19,1,2,48,38,1,0,112,14,8,2073,77,32,0.44,32,0.51,50,82,8636.228086,3774,0.273165,3.35,9
294,4,6,4,1,63,53,1,2,105,15,7,2379,89,34,0.47,34,0.54,51,85,8383.312944,3664,0.281624,3.1,7
295,3,14,7,3,58,62,2,1,98,14,7,2013,75,31,0.44,31,0.54,52,83,8117.649578,3547,0.304629,2.96,9
296,3,5,5,3,40,51,2,1,98,14,7,2040,76,30,0.44,30,0.54,51,81,8493.464945,3712,0.231014,3.08,8
297,1,20,7,2,41,62,0,2,88,11,8,1878,70,31,0.41,31,0.53,51,82,8333.091844,3642,0.258713,3.12,6
298,3,5,5,1,61,30,2,2,98,14,7,2018,75,30,0.47,30,0.54,50,80,8655.399854,3782,0.327974,3.28,7
299,4,5,3,1,45,30,2,0,77,11,7,1979,74,36,0.49,36,0.49,51,87,8763.311381,3830,0.274688,3.2,10
300,7,2,2,0,38,51,1,1,121,11,11,1794,67,34,0.43,34,0.61,49,83,8425.975468,3682,0.290644,3.09,4
301,5,18,8,2,64,48,2,1,105,7,15,2457,92,37,0.54,37,0.53,51,88,8202.190585,3584,0.238995,3.14,9
302,4,22,15,1,54,62,0,1,105,15,7,2609,97,34,0.5,34,0.55,51,85,8111.933663,3545,0.251319,2.99,10
303,7,4,3,0,43,41,2,1,110,11,10,1698,63,32,0.46,32,0.58,49,81,8405.025343,3673,0.299458,3.09,8
304,4,15,3,0,69,38,1,1,98,14,7,1862,69,35,0.49,35,0.6,49,84,8142.783099,3558,0.257184,2.96,8
305,2,15,9,0,50,39,1,2,110,10,11,2589,97,34,0.49,34,0.51,51,85,8622.239831,3768,0.280737,3.12,6
306,5,11,8,1,55,68,1,1,121,11,11,2139,80,33,0.47,33,0.61,49,82,7897.355895,3451,0.243333,3.05,7
307,5,2,0,1,42,54,0,0,120,10,12,1925,72,35,0.5,35,0.52,51,86,8637.071253,3774,0.249021,3.24,9
308,3,1,3,1,44,69,0,2,98,14,7,1940,72,31,0.42,31,0.6,47,78,7942.189955,3471,0.227491,3.08,9
309,2,13,9,3,34,61,1,0,110,10,11,2324,87,34,0.46,34,0.55,49,83,8363.677758,3655,0.269246,3.04,6
310,4,18,7,0,35,40,0,0,68,17,4,2183,81,29,0.4,29,0.49,51,80,8725.210091,3813,0.307202,3.23,8
311,4,10,10,1,57,66,1,2,110,11,10,2429,91,32,0.46,32,0.62,49,81,7856.505195,3433,0.287088,2.95,7
312,0,18,5,2,68,40,0,1,121,11,11,2247,84,34,0.45,34,0.57,51,85,8222.764638,3593,0.270729,3.06,6
313,7,10,8,0,56,39,0,0,105,15,7,2235,83,34,0.43,34,0.51,52,86,8796.621436,3844,0.31286,3.13,9
314,0,22,6,2,68,62,0,1,110,11,10,2136,80,32,0.47,32,0.59,49,81,7816.50782,3416,0.240731,2.92,6
315,7,10,10,2,69,53,1,1,90,15,6,2316,86,32,0.44,32,0.58,51,83,8074.404864,3529,0.2139,3.08,7
316,6,3,1,0,34,46,2,2,112,14,8,1985,74,31,0.43,31,0.49,52,83,8702.67334,3803,0.312806,3.16,6
317,1,17,10,0,52,30,2,2,110,10,11,2048,76,34,0.51,34,0.51,50,84,8564.609168,3743,0.305397,3.15,15
318,1,7,9,1,62,51,2,1,110,10,11,2106,79,33,0.52,33,0.56,49,82,8009.691689,3500,0.252681,3.06,6
319,2,18,6,1,38,54,2,2,84,7,12,1907,71,35,0.48,35,0.48,52,87,8794.870911,3843,0.296215,3.36,8
320,4,17,14,0,39,33,1,0,112,14,8,2447,91,32,0.41,32,0.52,51,83,9104.630601,3979,0.28968,3.35,10
321,4,4,4,2,42,66,0,1,98,14,7,2088,78,30,0.43,30,0.6,49,79,8058.821385,3522,0.223073,3.08,7
322,0,0,13,2,66,58,1,0,98,14,7,2348,88,31,0.44,31,0.6,49,80,7822.783333,3419,0.287773,2.96,7
323,4,5,4,2,41,70,1,1,110,11,10,1869,70,32,0.45,32,0.6,50,82,8094.134217,3537,0.22354,3.08,5
324,4,5,6,0,67,30,2,1,110,11,10,1940,72,32,0.48,32,0.6,48,80,8312.622347,3633,0.31161,3.11,8
325,0,18,4,2,65,40,1,2,88,11,8,1943,72,38,0.49,38,0.56,51,89,8353.068616,3650,0.259844,3.12,7
326,5,10,14,2,68,47,2,2,112,14,8,1968,73,31,0.43,31,0.49,53,84,8399.796283,3671,0.265343,3.12,7
327,2,4,5,2,66,47,0,2,88,8,11,1815,68,33,0.47,33,0.52,51,84,8334.89185,3642,0.288388,3.12,11
328,3,1,13,2,33,56,1,1,98,14,7,2258,84,31,0.42,31,0.58,50,81,8429.158326,3684,0.306224,3.15,9
329,6,7,9,1,42,36,2,1,112,14,8,2417,90,31,0.43,31,0.53,52,83,8853.066862,3869,0.265808,3.28,8
330,6,8,3,2,69,44,2,1,110,10,11,2007,75,33,0.52,33,0.58,49,82,8098.155207,3539,0.250133,3.06,6
331,5,7,14,2,67,48,2,0,110,10,11,1953,73,33,0.55,33,0.5,50,83,8164.305206,3568,0.255052,3.06,9
332,3,1,11,3,47,31,2,2,98,14,7,2435,91,31,0.42,31,0.53,51,82,8851.179564,3868,0.290198,3.26,8
333,1,15,14,3,52,52,1,0,84,7,12,1917,71,34,0.51,34,0.52,51,85,8366.73674,3656,0.276131,2.95,12
334,5,14,5,1,41,45,0,2,110,10,11,2025,75,34,0.47,34,0.55,49,83,8489.355263,3710,0.283021,3.23,7
335,4,13,5,0,41,65,0,1,112,14,8,2496,93,32,0.43,32,0.58,50,82,8350.278905,3649,0.223717,3.09,8
336,3,17,13,1,39,54,2,1,112,14,8,2414,90,32,0.44,32,0.56,51,83,8520.249665,3723,0.282986,3.2,10
337,4,8,3,0,47,32,0,0,110,11,10,2307,86,32,0.44,32,0.43,53,85,8904.412132,3891,0.277486,3.26,8
338,5,11,14,2,69,45,2,2,88,11,8,1898,71,31,0.44,31,0.51,52,83,8342.285662,3646,0.273965,3.24,7
339,3,7,2,0,32,45,1,1,110,11,10,2048,76,32,0.42,32,0.56,50,82,8769.241048,3832,0.280708,3.4,8
340,4,11,15,0,65,43,1,1,90,15,6,2435,91,34,0.48,34,0.56,49,83,8446.758971,3691,0.33115,3.07,9
341,7,1,2,2,55,58,1,1,88,11,8,1742,65,34,0.44,34,0.6,50,84,8237.631682,3600,0.266117,3.1,7
342,3,21,15,2,50,32,0,1,77,11,7,1737,65,32,0.42,32,0.55,48,80,8527.369743,3726,0.296894,3.23,7
343,0,3,9,2,38,35,1,2,98,14,7,2159,80,30,0.43,30,0.5,51,81,8790.17264,3841,0.263695,3.26,7
344,2,18,2,1,31,41,1,1,120,10,12,2211,82,35,0.47,35,0.55,51,86,8932.373608,3903,0.262958,3.38,7
345,0,18,16,2,40,52,1,1,112,14,8,2084,78,31,0.45,31,0.55,51,82,8505.562234,3717,0.233132,3.31,9
346,6,20,9,2,33,43,1,1,88,8,11,1655,62,32,0.46,32,0.55,47,79,8515.410483,3721,0.249474,3.27,6
347,4,2,15,3,33,40,1,2,88,11,8,1853,69,34,0.43,34,0.58,49,83,8762.070879,3829,0.302968,3.35,7
348,4,17,15,1,68,47,2,1,121,11,11,2480,92,38,0.51,38,0.55,52,90,8218.350893,3591,0.239066,3.08,10
349,5,13,8,3,61,47,0,0,110,10,11,1904,71,34,0.49,34,0.48,52,86,8394.915285,3669,0.260117,2.95,11
350,3,8,6,1,58,67,1,1,110,11,10,2141,80,32,0.47,32,0.64,49,81,7802.716042,3410,0.222711,2.95,7
351,6,6,14,0,56,62,2,1,110,10,11,1995,74,33,0.48,33,0.53,51,84,8161.867957,3567,0.244765,2.94,7
352,1,14,9,2,55,50,1,1,110,10,11,1908,71,34,0.47,34,0.61,48,82,8084.377768,3533,0.248892,3.15,13
353,6,20,10,0,67,31,0,1,88,11,8,1677,63,30,0.48,30,0.62,45,75,7982.943648,3489,0.262999,2.96,6
354,5,11,2,1,46,31,2,1,121,11,11,2060,77,33,0.46,33,0.55,51,84,8871.306973,3877,0.276853,3.42,7
355,5,1,1,2,51,33,1,2,104,13,8,1878,70,32,0.48,32,0.58,48,80,8411.362941,3676,0.290727,3.23,9
356,4,3,15,3,43,50,2,0,105,15,7,2588,96,34,0.44,34,0.51,51,85,8565.201111,3743,0.259788,3.04,7
357,0,9,3,2,60,32,1,1,110,11,10,2090,78,32,0.43,32,0.56,50,82,8479.761786,3706,0.260641,3.19,9
358,5,20,1,1,45,65,0,0,112,14,8,1908,71,31,0.42,31,0.58,48,79,8040.61091,3514,0.278781,3.12,7
359,4,12,2,1,30,65,1,1,112,14,8,2051,76,32,0.43,32,0.56,51,83,8349.589849,3649,0.234957,3.1,9
360,3,6,7,1,53,40,0,1,72,18,4,2442,91,32,0.42,32,0.54,51,83,8530.853895,3728,0.27537,3.16,8
361,6,19,15,1,44,63,2,0,112,14,8,1836,68,31,0.41,31,0.55,51,82,8413.95609,3677,0.278593,3.25,7
362,1,4,9,1,46,59,1,0,98,7,14,2184,81,35,0.51,35,0.55,50,85,8209.836096,3588,0.262508,3.1,5
363,4,3,0,1,67,57,0,1,105,15,7,2088,78,35,0.52,35,0.61,49,84,8049.678041,3518,0.242265,3.05,9
364,5,8,7,1,65,51,1,1,88,8,11,1827,68,33,0.47,33,0.58,51,84,8258.250157,3609,0.244526,3.12,7
365,2,9,2,1,37,56,0,0,110,10,11,2172,81,33,0.46,33,0.49,51,84,8510.662068,3719,0.256345,3.2,5
366,6,0,4,1,62,53,0,0,104,13,8,1901,71,32,0.44,32,0.5,53,85,8440.466261,3688,0.260311,3.06,9
367,2,6,2,1,41,58,2,2,121,11,11,2432,91,33,0.44,33,0.48,52,85,8476.936199,3704,0.243721,3.23,6
368,2,1,10,0,38,37,1,2,104,13,8,1946,73,32,0.48,32,0.54,49,81,8631.628612,3772,0.288453,3.2,13
369,4,14,8,1,56,46,1,1,68,17,4,2319,86,29,0.41,29,0.49,52,81,8394.460085,3668,0.314149,3.1,6
370,3,21,5,1,65,42,1,0,77,11,7,1803,67,31,0.46,31,0.48,52,83,8447.020527,3691,0.260845,3.18,7
371,4,14,5,3,60,37,0,0,98,14,7,2118,79,31,0.43,31,0.57,48,79,8246.117047,3604,0.269835,2.96,8
372,1,19,5,0,40,55,1,0,110,10,11,1953,73,33,0.46,33,0.48,51,84,8502.309792,3716,0.266908,3.15,6
373,6,11,16,2,49,68,1,1,120,10,12,1944,72,35,0.5,35,0.6,49,84,8278.07323,3618,0.250255,3.12,11
374,3,9,8,2,65,57,1,1,98,14,7,1928,72,30,0.48,30,0.63,48,78,8001.202612,3497,0.238999,3.06,6
375,4,18,15,1,67,34,2,0,98,14,7,2066,77,35,0.5,35,0.52,51,86,8348.583103,3648,0.308382,3.09,12
376,3,6,10,1,35,61,1,1,105,15,7,2663,99,34,0.46,34,0.54,51,85,8281.013747,3619,0.231421,3.05,5
377,2,13,10,3,66,54,0,1,104,13,8,1986,74,32,0.49,32,0.58,50,82,8119.129772,3548,0.252934,2.96,12
378,1,15,2,0,57,54,1,2,84,7,12,2066,77,35,0.46,35,0.55,51,86,8414.585055,3677,0.287779,3.1,6
379,0,22,7,2,35,52,2,1,98,14,7,2042,76,30,0.43,30,0.54,51,81,8455.222619,3695,0.287816,3.12,7
380,4,4,9,1,47,36,2,0,77,11,7,1719,64,29,0.44,29,0.5,48,77,8345.59596,3647,0.278753,3.12,7
381,2,19,4,0,62,49,1,1,110,10,11,2201,82,33,0.48,33,0.58,49,82,8309.03398,3631,0.238239,3.08,6
382,6,19,1,3,46,32,0,0,88,11,8,1749,65,32,0.44,32,0.5,50,82,8764.908396,3830,0.288925,3.39,6
383,1,20,5,1,67,50,1,2,88,8,11,1812,68,33,0.45,33,0.54,52,85,8235.956985,3599,0.284311,3.12,7
384,4,9,10,1,44,59,1,1,77,11,7,1763,66,32,0.49,32,0.6,48,80,8098.115003,3539,0.250571,3.11,9
385,0,15,9,2,31,48,1,1,88,11,8,1922,72,34,0.43,34,0.57,50,84,8671.782811,3790,0.272836,3.29,7
386,6,8,6,2,65,39,1,0,110,10,11,2046,76,33,0.48,33,0.55,49,82,8347.136453,3648,0.274254,3.21,6
387,6,12,2,0,34,46,1,0,110,10,11,1788,67,34,0.49,34,0.48,53,87,8766.316701,3831,0.284372,3.15,10
388,1,13,7,1,47,61,0,1,80,10,8,1658,62,32,0.47,32,0.57,48,80,8089.963157,3535,0.245882,3.08,6
389,0,16,1,2,54,65,2,2,112,14,8,2442,91,31,0.45,31,0.51,53,84,8135.172787,3555,0.240495,3.12,8
390,2,7,12,3,46,59,1,0,80,8,10,1790,67,30,0.46,30,0.5,48,78,8029.3603,3509,0.273402,2.93,7
391,4,6,5,1,69,55,0,2,105,15,7,2258,84,34,0.46,34,0.56,50,84,8086.031696,3534,0.298235,3.04,7
392,3,8,7,0,57,50,1,2,98,14,7,2397,89,30,0.43,30,0.54,50,80,8331.185192,3641,0.298847,2.96,7
393,3,14,5,1,63,46,0,0,98,14,7,2250,84,35,0.5,35,0.56,48,83,8105.901758,3542,0.272901,3.07,8
394,2,16,7,1,50,52,1,1,84,7,12,2004,75,35,0.48,35,0.6,49,84,8197.07447,3582,0.246138,3.14,9
395,4,15,7,1,68,39,1,2,68,17,4,2126,79,29,0.43,29,0.59,48,77,8242.406935,3602,0.371299,3.1,7
396,6,9,7,1,44,54,1,1,112,14,8,1952,73,31,0.46,31,0.54,51,82,8571.704742,3746,0.242063,3.27,6
