index,Ru1,Ru2,Ru3,v1,v2,v3,v4,v5,boundrary area (m2),length (m),width (m),travel length (m),mobile robot travel time (min),number of assembly sequences,robot viability rating [roof panels] (0 to 1),number of roof panels,robot viability rating [wall panels] (0 to 1),number of wall panels,total number of panels,total weight (kg),embodied carbon (kgCO2e),max deflection (cm),required quantity of CLT master panels for fabrication,number of assembly sequences requiring extra support
598,6,14,6,2,36,66,2,1,105,7,15,2433,91,37,0.48,37,0.52,52,89,8680.203059,3793,0.232632,3.24,8
599,6,12,4,1,61,41,1,1,104,13,8,1814,68,32,0.47,32,0.58,49,81,8383.274072,3663,0.26526,3.25,10
600,4,15,16,2,31,67,1,0,68,17,4,1955,73,29,0.4,29,0.62,46,75,7878.305056,3443,0.237553,3.08,6
601,4,4,14,2,67,39,0,0,77,11,7,1764,66,32,0.5,32,0.52,49,81,8149.345906,3561,0.279436,3.11,8
602,5,0,7,1,60,64,1,0,80,10,8,1637,61,32,0.46,32,0.54,51,83,8055.739722,3520,0.259562,2.96,10
603,6,19,4,3,33,63,1,1,112,14,8,1926,72,31,0.41,31,0.58,50,81,8475.971825,3704,0.232916,3.14,7
604,4,0,14,2,50,56,1,1,112,14,8,1913,71,32,0.45,32,0.59,51,83,8294.269327,3625,0.256137,3.08,8
605,4,7,8,1,58,31,2,1,77,11,7,1899,71,31,0.45,31,0.52,51,82,8563.045579,3742,0.283323,3.18,10
606,4,11,6,0,42,37,1,1,105,15,7,2250,84,34,0.46,34,0.55,51,85,8731.915613,3816,0.329891,3.19,9
607,2,3,4,1,53,48,1,1,112,14,8,2387,89,31,0.47,31,0.58,51,82,8419.465395,3679,0.237418,3.25,11
608,3,13,14,2,62,31,1,1,112,14,8,2421,90,32,0.43,32,0.53,52,84,8767.346847,3831,0.329918,3.28,10
609,5,3,1,2,45,38,2,1,112,14,8,2112,79,31,0.44,31,0.51,52,83,8827.984322,3858,0.262365,3.37,9
610,7,15,8,1,51,42,1,1,104,13,8,1902,71,32,0.41,32,0.59,50,82,8402.419964,3672,0.288815,3.14,7
611,0,14,1,0,35,46,1,1,121,11,11,1980,74,34,0.43,34,0.61,49,83,8582.626266,3751,0.290963,3.17,8
612,4,14,3,2,63,59,0,0,98,14,7,1925,72,31,0.44,31,0.59,47,78,7782.489591,3401,0.270844,2.96,9
613,3,11,6,2,32,61,2,0,105,15,7,2163,81,34,0.46,34,0.6,49,83,8324.500883,3638,0.262502,3.16,9
614,6,14,13,1,67,38,0,0,120,10,12,2166,81,35,0.49,35,0.58,50,85,8293.845919,3624,0.293078,3.27,8
615,3,19,5,2,44,56,2,0,121,11,11,2250,84,34,0.43,34,0.53,52,86,8365.003857,3656,0.228373,3.1,8
616,6,18,9,3,52,68,0,1,108,9,12,2096,78,34,0.52,34,0.56,51,85,8052.337354,3519,0.222673,2.95,9
617,0,21,4,1,40,55,1,0,90,15,6,2346,87,34,0.42,34,0.56,50,84,8442.490849,3689,0.289497,3.25,8
618,1,19,3,1,50,45,1,0,110,10,11,2265,84,33,0.48,33,0.49,51,84,8343.448473,3646,0.276024,3.12,6
619,3,15,11,1,51,37,1,1,68,17,4,2202,82,29,0.41,29,0.52,51,80,8459.691335,3697,0.257695,3.1,7
620,2,12,12,3,51,34,1,0,105,7,15,2664,99,37,0.47,37,0.56,50,87,8576.384311,3748,0.283884,3.1,10
621,1,20,15,3,36,34,1,2,88,8,11,1748,65,33,0.42,33,0.46,53,86,9003.052804,3934,0.287535,3.48,9
622,6,16,0,2,45,34,2,0,104,13,8,1979,74,32,0.45,32,0.47,52,84,8864.448033,3874,0.286183,3.25,11
623,4,4,12,2,48,67,1,2,98,14,7,1950,73,30,0.44,30,0.62,48,78,7830.654406,3422,0.253433,2.96,8
624,1,6,11,1,53,64,1,0,110,11,10,2108,79,31,0.42,31,0.51,53,84,8151.797718,3562,0.258108,3.08,9
625,1,5,14,1,53,57,2,1,112,14,8,2274,85,31,0.45,31,0.54,52,83,8221.424237,3593,0.252753,3.1,9
626,6,12,7,1,52,49,1,0,104,13,8,1995,74,32,0.43,32,0.5,52,84,8488.470961,3709,0.278323,3.1,7
627,0,15,5,2,52,37,1,2,121,11,11,2037,76,34,0.43,34,0.54,53,87,8695.085643,3800,0.252844,3.27,7
628,4,16,9,0,63,46,2,1,121,11,11,2357,88,34,0.5,34,0.61,49,83,8230.904527,3597,0.260462,2.96,8
629,2,7,9,2,48,51,1,1,80,8,10,1670,62,31,0.49,31,0.53,47,78,8032.29589,3510,0.239672,2.96,7
630,3,3,12,0,51,50,0,1,105,15,7,2622,98,34,0.46,34,0.56,51,85,8461.259693,3698,0.233527,3.06,7
631,1,9,12,1,49,63,2,2,80,8,10,1736,65,31,0.51,31,0.48,48,79,7965.226454,3481,0.245806,3.05,5
632,1,11,3,0,41,60,1,1,84,7,12,1919,72,35,0.5,35,0.56,49,84,8408.841891,3675,0.237934,3.14,10
633,4,11,7,3,44,57,1,1,105,15,7,2153,80,34,0.44,34,0.58,51,85,8372.876112,3659,0.271148,3.06,9
634,5,2,11,2,64,68,2,2,105,7,15,2322,87,36,0.5,36,0.51,54,90,8079.702229,3531,0.235914,3.02,8
635,1,3,11,3,58,54,1,2,121,11,11,2006,75,33,0.46,33,0.56,50,83,8234.371141,3598,0.288431,2.96,10
636,2,17,2,1,70,52,1,0,110,10,11,2207,82,34,0.47,34,0.57,50,84,7967.846759,3482,0.270123,2.98,9
637,2,12,2,3,42,59,0,0,108,9,12,2286,85,35,0.48,35,0.46,53,88,8566.119262,3743,0.256468,3.12,10
638,3,15,9,1,42,40,1,0,98,14,7,2186,81,31,0.42,31,0.53,49,80,8496.590042,3713,0.283435,3.23,7
639,5,1,10,2,63,49,1,0,110,10,11,1994,74,34,0.52,34,0.54,50,84,8193.709025,3581,0.25145,3.15,10
640,3,15,11,1,44,50,1,1,68,17,4,2205,82,29,0.43,29,0.52,51,80,8459.691342,3697,0.240096,3.14,7
641,2,22,8,1,40,69,1,0,120,10,12,2282,85,35,0.46,35,0.58,49,84,8200.128979,3583,0.254074,3.23,10
642,7,1,8,0,43,38,1,2,88,11,8,1730,64,32,0.41,32,0.49,52,84,8780.026221,3837,0.26718,3.19,7
643,2,7,4,1,35,47,1,2,88,11,8,1829,68,30,0.46,30,0.52,48,78,8327.08705,3639,0.2693,3.17,11
644,7,19,14,3,30,61,0,0,121,11,11,1842,69,34,0.46,34,0.57,49,83,8426.810665,3683,0.355185,3.08,7
645,6,8,10,2,59,59,1,1,98,7,14,2009,75,35,0.53,35,0.62,48,83,8004.796222,3498,0.242321,3.06,10
646,2,13,13,1,39,33,1,1,104,13,8,1988,74,32,0.42,32,0.56,49,81,8761.799079,3829,0.25718,3.28,9
647,0,17,7,0,59,38,0,1,68,17,4,2127,79,29,0.4,29,0.56,50,79,8419.725722,3679,0.31779,3.04,7
648,5,15,1,2,35,53,2,0,104,13,8,1965,73,32,0.42,32,0.53,50,82,8439.846461,3688,0.290905,3.2,9
649,1,18,6,2,60,54,2,1,120,10,12,2178,81,35,0.5,35,0.53,51,86,8314.82325,3634,0.241633,3.12,7
650,3,3,11,2,39,69,1,1,105,15,7,2418,90,34,0.43,34,0.56,50,84,8099.701114,3540,0.233253,3.05,5
651,4,3,0,2,31,43,0,1,105,15,7,2138,80,35,0.48,35,0.55,52,87,8931.169852,3903,0.236861,3.26,9
652,6,5,12,3,41,42,1,2,88,11,8,1965,73,31,0.43,31,0.5,51,82,8879.921461,3881,0.282315,3.26,7
653,2,10,10,2,49,43,2,1,121,11,11,2241,84,33,0.48,33,0.49,53,86,8813.103284,3851,0.250702,3.26,6
654,1,22,1,1,68,59,0,0,120,10,12,1965,73,35,0.5,35,0.55,52,87,8138.73028,3557,0.242485,3.1,10
655,1,13,0,2,40,36,0,2,104,13,8,2036,76,32,0.45,32,0.52,50,82,8737.519189,3818,0.284803,3.25,10
656,6,7,14,1,55,38,2,2,112,14,8,2241,84,31,0.44,31,0.49,54,85,8811.034019,3850,0.307656,3.25,8
657,5,21,10,1,48,50,2,1,77,7,11,1712,64,33,0.51,33,0.55,50,83,8360.070542,3653,0.235783,3.15,10
658,0,18,7,1,46,31,1,1,112,14,8,2240,84,32,0.43,32,0.51,51,83,9094.294732,3974,0.281195,3.41,9
659,3,15,8,2,64,33,1,1,98,14,7,1904,71,31,0.42,31,0.58,49,80,8468.323326,3701,0.269479,3.25,8
660,2,9,14,0,68,51,1,0,110,10,11,2274,85,33,0.48,33,0.57,50,83,8072.254389,3528,0.249044,2.91,5
661,2,11,9,3,57,31,2,1,121,11,11,2276,85,33,0.51,33,0.56,50,83,8619.915189,3767,0.296136,3.21,10
662,5,20,2,0,39,32,1,1,110,11,10,1965,73,32,0.45,32,0.51,51,83,8895.985146,3888,0.260102,3.3,7
663,4,1,3,2,43,39,1,2,98,14,7,2024,75,31,0.44,31,0.52,50,81,8560.933323,3741,0.288476,3.23,9
664,4,10,5,2,51,66,0,1,110,11,10,2258,84,32,0.44,32,0.59,50,82,7877.646475,3443,0.225557,2.95,8
665,3,3,5,0,41,51,2,1,90,15,6,1956,73,33,0.44,33,0.56,51,84,8407.252713,3674,0.234545,2.95,9
666,4,12,1,0,31,48,2,0,88,11,8,1755,65,32,0.43,32,0.51,51,83,8777.959026,3836,0.253703,3.2,9
667,1,8,11,2,49,61,1,0,98,7,14,2181,81,35,0.49,35,0.55,50,85,8296.827463,3626,0.279384,3.08,10
668,5,20,3,2,66,57,0,1,121,11,11,1902,71,33,0.44,33,0.62,49,82,8083.782827,3533,0.236883,3.1,7
669,2,6,5,0,70,36,1,2,121,11,11,2544,95,33,0.47,33,0.53,53,86,8588.104991,3753,0.249556,3.06,7
670,6,18,13,1,50,56,1,2,120,10,12,1872,70,35,0.49,35,0.57,50,85,8324.700674,3638,0.26924,3.16,7
671,3,2,5,3,51,69,2,1,121,11,11,2169,81,34,0.45,34,0.58,51,85,8110.426558,3544,0.225436,2.96,8
672,0,16,5,0,65,65,1,2,121,11,11,2511,94,34,0.48,34,0.55,52,86,8105.992405,3542,0.232498,2.91,7
673,7,11,4,1,66,59,1,1,110,11,10,1761,66,32,0.46,32,0.61,49,81,7922.268379,3462,0.258093,2.96,8
674,7,7,13,2,66,51,1,2,77,11,7,1746,65,31,0.48,31,0.54,49,80,8089.886231,3535,0.241501,3.08,5
675,3,9,14,1,64,56,1,0,110,11,10,1856,69,32,0.45,32,0.53,52,84,8166.541043,3569,0.230448,3.04,8
676,2,17,10,0,46,41,0,1,104,13,8,2403,90,32,0.42,32,0.54,50,82,8700.242826,3802,0.265971,3.14,9
677,2,16,3,1,62,58,1,1,120,10,12,2478,92,35,0.48,35,0.59,51,86,8119.356547,3548,0.2492,3.04,7
678,5,20,1,3,41,42,0,0,112,14,8,1940,72,31,0.43,31,0.55,49,80,8666.890029,3787,0.298205,3.22,8
679,6,10,9,3,44,43,1,0,88,11,8,1914,71,31,0.43,31,0.47,52,83,8785.457228,3839,0.265767,3.19,6
680,4,12,0,3,37,51,2,1,121,11,11,1953,73,34,0.41,34,0.58,50,84,8479.513493,3706,0.255077,3.15,8
681,6,18,5,1,64,66,0,1,105,7,15,2186,81,37,0.5,37,0.57,52,89,8086.101384,3534,0.223503,2.95,6
682,3,21,4,1,56,38,1,0,98,14,7,1913,71,30,0.42,30,0.49,51,81,8607.466383,3761,0.261933,3.21,7
683,5,16,1,0,66,50,1,2,120,10,12,2252,84,35,0.47,35,0.54,52,87,8326.76335,3639,0.244915,3.05,8
684,2,9,2,2,36,35,1,1,110,10,11,2049,76,33,0.49,33,0.57,49,82,8705.448964,3804,0.272357,3.36,12
685,7,20,14,2,47,58,0,1,98,14,7,1937,72,31,0.42,31,0.54,51,82,8298.223312,3626,0.286839,3.08,8
686,3,9,8,0,47,50,1,1,98,14,7,1887,70,30,0.42,30,0.62,48,78,8264.014962,3611,0.245057,3.08,8
687,1,20,4,2,61,60,1,1,88,11,8,1782,66,31,0.47,31,0.64,48,79,7976.790213,3486,0.233004,3.06,8
688,5,5,15,1,38,48,2,1,88,11,8,1742,65,30,0.48,30,0.54,48,78,8251.288255,3606,0.252686,3.15,6
689,5,16,7,2,53,64,1,0,120,10,12,2481,92,35,0.5,35,0.57,50,85,8036.441995,3512,0.270678,3.07,8
690,3,15,9,3,63,68,1,2,98,14,7,2075,77,31,0.45,31,0.65,46,77,7577.345816,3311,0.270471,3.02,6
691,6,2,4,3,55,66,0,1,88,11,8,1772,66,31,0.42,31,0.55,52,83,8173.319192,3572,0.235988,2.95,7
692,5,22,2,0,45,65,0,1,104,13,8,1929,72,32,0.41,32,0.55,49,81,8093.178801,3537,0.244995,2.96,10
693,3,8,4,2,63,45,1,1,98,14,7,2310,86,30,0.44,30,0.61,49,79,8184.453877,3577,0.259183,3.1,8
694,7,6,11,1,44,56,2,2,98,14,7,1937,72,30,0.46,30,0.49,52,82,8259.522745,3609,0.270432,3.04,8
695,6,17,1,1,33,45,0,1,110,10,11,1838,69,34,0.45,34,0.52,52,86,8904.960129,3891,0.251775,3.27,8
696,1,17,10,2,61,62,0,2,110,10,11,2067,77,33,0.46,33,0.55,50,83,7967.283915,3482,0.258339,2.95,8
697,3,12,8,1,68,50,2,1,112,14,8,2246,84,32,0.5,32,0.56,51,83,8087.80409,3534,0.241403,2.96,9
698,6,11,7,2,51,34,1,0,120,10,12,2262,84,35,0.46,35,0.54,51,86,8565.638143,3743,0.257492,3.21,8
699,4,17,2,3,41,32,1,1,112,14,8,2387,89,31,0.46,31,0.53,51,82,9021.766563,3943,0.328836,3.35,12
700,6,4,9,2,63,45,0,2,110,10,11,2231,83,33,0.46,33,0.52,52,85,8287.421539,3622,0.268152,3.06,6
701,1,19,8,2,46,55,0,1,110,10,11,1964,73,33,0.53,33,0.57,49,82,8280.986451,3619,0.259565,3.12,7
702,2,15,1,1,45,55,1,2,104,13,8,2189,82,32,0.45,32,0.55,49,81,8207.563168,3587,0.237987,3.08,11
703,3,21,5,3,34,35,2,1,77,11,7,1740,65,31,0.44,31,0.56,49,80,8714.636248,3808,0.286766,3.27,7
704,1,11,15,2,37,49,0,0,120,10,12,2237,83,35,0.48,35,0.45,53,88,8962.541979,3917,0.295472,3.37,10
705,0,12,3,2,46,32,1,0,88,11,8,2067,77,32,0.44,32,0.48,52,84,9000.528269,3933,0.309269,3.31,9
706,2,11,13,1,64,33,0,0,112,14,8,2114,79,31,0.45,31,0.56,50,81,8443.304381,3690,0.273596,3.24,8
707,1,21,9,2,70,36,0,2,112,14,8,2100,78,31,0.42,31,0.56,49,80,8407.249341,3674,0.277442,3.27,8
708,3,5,16,1,64,38,1,1,98,14,7,2018,75,30,0.44,30,0.54,51,81,8530.187358,3728,0.271642,3.21,6
709,5,1,9,0,35,43,1,1,80,10,8,1740,65,32,0.43,32,0.54,50,82,8660.047527,3784,0.24886,3.16,5
710,1,7,8,1,36,59,1,1,110,10,11,2234,83,33,0.49,33,0.56,49,82,8281.562386,3619,0.242091,3.12,6
711,0,3,1,1,59,44,1,1,98,14,7,2028,76,30,0.43,30,0.6,50,80,8299.058713,3627,0.252065,3.13,7
712,2,7,3,1,47,67,1,0,80,10,8,1764,66,30,0.46,30,0.54,46,76,7773.386838,3397,0.259927,2.96,9
713,3,4,11,3,39,55,1,0,110,11,10,2252,84,32,0.47,32,0.53,51,83,8526.367447,3726,0.22284,3.15,7
714,1,16,1,2,37,49,2,0,110,10,11,2094,78,33,0.46,33,0.49,52,85,8700.446407,3802,0.276222,3.23,8
715,3,7,1,1,41,48,1,0,98,14,7,2022,75,30,0.41,30,0.49,50,80,8457.606169,3696,0.2618,3.22,9
716,2,2,16,1,35,62,0,1,104,13,8,2228,83,32,0.46,32,0.56,49,81,8154.964726,3564,0.240176,3.13,11
717,1,18,1,3,43,42,0,1,84,7,12,1844,69,35,0.46,35,0.56,49,84,8753.703073,3825,0.266305,3.25,8
718,3,14,13,3,62,61,0,1,98,14,7,2265,84,31,0.44,31,0.55,50,81,8023.937071,3506,0.300945,2.96,9
719,3,22,2,0,46,60,2,0,90,15,6,2321,87,34,0.47,34,0.55,51,85,8239.121461,3600,0.261755,2.98,8
720,6,9,0,2,38,35,0,2,112,14,8,1850,69,31,0.43,31,0.51,51,82,8915.923766,3896,0.271837,3.48,6
721,4,21,10,2,60,36,1,0,98,14,7,2091,78,30,0.41,30,0.47,52,82,8606.921374,3761,0.26352,3.21,7
722,2,4,8,0,38,69,1,1,88,11,8,1866,70,31,0.47,31,0.6,50,81,8149.534043,3561,0.236677,2.96,9
723,1,19,4,1,31,62,1,0,110,10,11,2079,78,33,0.47,33,0.55,50,83,8458.789144,3696,0.269044,3.23,6
724,6,5,14,2,65,41,1,2,112,14,8,1994,74,31,0.44,31,0.56,51,82,8500.905415,3715,0.274432,3.25,9
725,1,8,9,2,67,49,2,1,110,10,11,2129,79,33,0.54,33,0.56,50,83,8160.630207,3566,0.252079,3.12,6
726,0,19,4,1,59,50,2,0,104,13,8,1920,72,32,0.48,32,0.49,50,82,8264.06627,3611,0.355513,3.08,6
727,3,4,13,1,65,43,2,1,98,14,7,2049,76,30,0.47,30,0.6,50,80,8236.452462,3599,0.335919,3.08,6
728,0,11,16,3,37,68,0,1,110,11,10,2087,78,37,0.5,37,0.57,50,87,8177.743629,3574,0.254323,3.04,8
729,4,13,14,1,52,64,1,1,112,14,8,2469,92,32,0.45,32,0.57,52,84,8092.397831,3536,0.258164,2.96,7
730,6,17,12,1,57,42,1,1,104,13,8,1889,70,32,0.44,32,0.55,51,83,8505.697508,3717,0.244339,3.25,6
731,3,3,7,3,54,38,0,1,105,15,7,2339,87,34,0.45,34,0.55,51,85,8679.7386,3793,0.268131,3.17,8
732,6,7,14,2,31,58,0,1,112,14,8,2133,80,31,0.42,31,0.58,50,81,8556.949153,3739,0.246934,3.23,9
733,3,21,4,3,59,31,0,1,98,14,7,1853,69,30,0.41,30,0.56,49,79,8513.418858,3720,0.277906,3.12,8
734,3,15,9,0,54,40,2,1,98,14,7,2190,82,31,0.46,31,0.53,50,81,8517.4587,3722,0.276343,3.05,6
735,0,20,15,1,45,42,1,2,98,14,7,2081,78,31,0.43,31,0.51,51,82,8555.258791,3739,0.259478,3.27,6
736,1,14,7,2,44,36,2,1,110,10,11,1920,72,34,0.46,34,0.55,49,83,8639.302771,3775,0.276321,3.27,14
737,5,8,4,2,70,56,1,1,80,10,8,1884,70,31,0.47,31,0.62,51,82,8109.708494,3544,0.24133,3.12,6
738,1,11,13,0,45,34,2,0,105,7,15,2367,88,37,0.51,37,0.51,51,88,8796.30737,3844,0.313592,3.24,12
739,0,7,2,2,55,66,2,1,110,11,10,2163,81,32,0.45,32,0.55,51,83,8052.376011,3519,0.255179,2.95,5
740,1,5,7,2,35,58,1,1,88,11,8,1790,67,31,0.44,31,0.58,49,80,8336.355532,3643,0.251605,3.25,8
741,4,3,12,0,57,57,1,1,105,15,7,2579,96,34,0.48,34,0.58,50,84,8279.100449,3618,0.233512,2.98,7
742,5,11,3,3,62,64,2,2,121,11,11,2034,76,33,0.43,33,0.5,53,86,8267.798088,3613,0.253439,2.96,7
743,3,10,12,1,46,64,1,1,98,14,7,2243,84,30,0.46,30,0.59,50,80,8015.660236,3503,0.260934,3.04,7
744,1,13,16,1,56,40,1,2,110,10,11,2153,80,34,0.46,34,0.59,49,83,8275.623784,3616,0.286346,3.25,7
745,4,2,9,2,52,47,1,1,88,11,8,1887,70,32,0.44,32,0.58,50,82,8264.526,3612,0.246813,3.12,6
746,7,10,2,1,67,44,1,2,105,15,7,2133,80,34,0.44,34,0.54,52,86,8516.400439,3722,0.279973,3.17,8
747,3,1,7,2,65,46,1,1,98,14,7,1986,74,31,0.43,31,0.56,51,82,8284.65207,3620,0.344918,3.1,12
748,1,13,4,2,31,59,2,1,110,10,11,2118,79,34,0.48,34,0.6,48,82,8369.190289,3657,0.259477,3.18,8
749,6,9,5,1,43,33,1,0,88,11,8,1938,72,36,0.48,36,0.5,52,88,8981.140667,3925,0.282124,3.33,8
750,4,8,14,3,60,53,1,1,98,14,7,2135,80,30,0.44,30,0.64,49,79,8092.027612,3536,0.271683,2.96,10
751,1,12,11,3,32,65,2,2,80,10,8,1817,68,34,0.47,34,0.5,51,85,8433.506591,3685,0.267308,2.96,13
752,2,21,4,3,69,60,2,1,112,14,8,2282,85,31,0.45,31,0.61,50,81,7963.04878,3480,0.233765,2.89,8
753,2,2,12,3,54,69,1,2,110,10,11,2031,76,34,0.5,34,0.57,50,84,7971.371541,3483,0.270894,2.92,12
754,1,12,6,2,42,63,1,0,110,10,11,1982,74,34,0.51,34,0.55,51,85,8332.444131,3641,0.247217,3.04,14
755,3,2,7,0,36,56,1,1,121,11,11,2213,83,34,0.49,34,0.56,50,84,8492.452018,3711,0.255755,3.15,7
756,6,21,15,1,32,39,2,2,110,10,11,1689,63,33,0.47,33,0.54,50,83,8908.650971,3893,0.310641,3.41,9
757,6,13,8,1,60,34,1,1,110,10,11,1953,73,34,0.44,34,0.57,50,84,8414.43863,3677,0.26747,3.21,9
758,3,8,13,0,67,32,1,1,110,11,10,2061,77,32,0.47,32,0.6,49,81,8360.002783,3653,0.283258,3.1,9
759,2,6,11,2,53,55,0,1,121,11,11,2637,98,33,0.47,33,0.57,50,83,8166.720895,3569,0.25108,3.04,7
760,0,3,6,3,42,40,1,1,98,14,7,2102,78,30,0.42,30,0.53,50,80,8700.975102,3802,0.278405,3.16,7
761,3,21,15,2,54,37,2,1,77,11,7,1803,67,32,0.47,32,0.55,51,83,8526.534513,3726,0.288316,3.26,7
762,5,21,13,2,58,67,1,2,110,10,11,1943,72,33,0.52,33,0.56,51,84,7966.77397,3481,0.249556,2.93,8
763,3,16,8,1,65,39,0,0,112,14,8,2484,93,32,0.44,32,0.51,52,84,8379.507221,3662,0.258554,3.06,8
764,0,20,3,1,53,62,1,0,98,14,7,1751,65,35,0.49,35,0.65,46,81,7847.601773,3429,0.300881,3.02,8
765,2,4,9,3,32,37,0,0,88,8,11,1871,70,33,0.44,33,0.5,51,84,9023.724639,3943,0.287347,3.47,11
766,4,5,10,1,36,31,0,1,98,14,7,1878,70,30,0.4,30,0.52,50,80,8915.012347,3896,0.291802,3.47,8
767,4,19,5,1,44,32,1,1,121,11,11,2204,82,34,0.43,34,0.57,50,84,8942.68519,3908,0.307414,3.44,9
768,1,6,7,1,56,42,1,1,112,14,8,2243,84,31,0.46,31,0.52,53,84,8771.935924,3833,0.250337,3.26,8
769,6,13,6,0,65,50,1,1,80,10,8,1608,60,32,0.47,32,0.6,48,80,7988.211601,3491,0.247618,2.93,6
770,7,16,6,2,55,53,1,2,121,11,11,2351,88,34,0.44,34,0.56,51,85,8358.990196,3653,0.245171,3.12,8
771,5,17,4,3,30,35,1,0,110,10,11,2133,80,34,0.48,34,0.45,52,86,9056.419105,3958,0.287798,3.53,5
772,2,4,1,0,46,34,1,0,88,11,8,1710,64,31,0.44,31,0.47,52,83,8861.105931,3872,0.288878,3.26,9
773,6,15,4,0,47,32,2,1,110,10,11,2073,77,34,0.48,34,0.51,51,85,8754.046248,3826,0.259004,3.24,6
774,5,8,2,0,40,37,0,2,88,8,11,1884,70,33,0.46,33,0.47,52,85,8909.811012,3894,0.278407,3.35,9
775,6,19,6,3,51,70,1,2,121,11,11,1799,67,33,0.44,33,0.56,51,84,8071.337939,3527,0.278489,2.95,7
776,2,4,15,3,49,32,1,1,88,8,11,1731,65,33,0.46,33,0.55,50,83,8799.549637,3845,0.259555,3.27,11
777,4,13,7,1,64,45,1,0,121,11,11,2481,92,34,0.45,34,0.51,52,86,8409.680992,3675,0.271182,3.12,9
778,7,1,1,0,30,56,2,0,121,11,11,1943,72,34,0.46,34,0.58,50,84,8425.975458,3682,0.327751,3.1,9
779,3,16,9,0,45,44,2,1,121,11,11,2381,89,34,0.45,34,0.57,50,84,8717.674973,3810,0.332313,3.18,10
780,3,15,8,1,52,45,2,0,98,14,7,2067,77,35,0.48,35,0.52,51,86,8241.745594,3602,0.2724,3.04,9
781,1,3,10,1,36,30,1,2,121,11,11,2217,83,33,0.47,33,0.52,51,84,8963.348998,3917,0.30377,3.44,10
782,1,10,0,0,58,51,1,0,121,11,11,1988,74,33,0.45,33,0.53,52,85,8409.115778,3675,0.253792,3.06,7
783,1,13,15,2,37,61,0,2,80,10,8,1932,72,32,0.45,32,0.57,48,80,8107.34653,3543,0.25451,3.1,7
784,2,20,11,0,57,41,1,1,121,11,11,2318,86,33,0.48,33,0.56,50,83,8524.186434,3725,0.269643,3.13,6
785,1,7,15,2,51,52,0,0,98,7,14,2058,77,35,0.5,35,0.54,49,84,8255.221209,3608,0.270149,3.11,10
786,0,18,4,2,65,46,1,1,88,11,8,1944,72,38,0.49,38,0.6,50,88,8164.05669,3568,0.265389,3.05,7
787,1,21,2,1,69,61,1,1,112,14,8,1967,73,31,0.44,31,0.64,49,80,7761.640393,3392,0.254296,2.96,7
788,1,18,9,1,44,33,0,1,120,10,12,2159,80,35,0.49,35,0.55,50,85,8905.42626,3892,0.27726,3.38,7
789,4,5,3,2,51,66,0,1,77,11,7,1847,69,32,0.43,32,0.58,48,80,7865.031378,3437,0.234171,2.99,5
790,2,10,8,1,54,31,2,1,110,11,10,2054,77,31,0.43,31,0.52,52,83,8692.941447,3799,0.25979,3.36,6
791,1,14,1,3,39,60,1,1,80,10,8,1773,66,32,0.45,32,0.6,48,80,8162.471536,3567,0.240093,2.98,7
792,5,14,9,2,34,65,0,1,80,10,8,1643,61,32,0.44,32,0.58,48,80,8203.815286,3585,0.253143,3.11,11
793,3,16,3,0,31,39,1,1,121,11,11,2262,84,34,0.43,34,0.54,51,85,8889.686176,3885,0.321699,3.54,9
794,5,5,7,0,42,40,2,1,88,8,11,1784,67,32,0.47,32,0.53,48,80,8399.505014,3671,0.259948,3.22,9
795,1,14,9,2,45,65,2,2,110,10,11,1937,72,34,0.46,34,0.55,50,84,8264.452771,3612,0.263913,3.14,14
796,1,9,3,1,48,64,0,1,88,11,8,1875,70,30,0.44,30,0.54,48,78,7976.053011,3486,0.234428,3.05,6
797,2,15,9,2,47,32,0,1,110,10,11,2598,97,34,0.48,34,0.5,52,86,8750.475362,3824,0.253882,3.27,8
798,2,7,12,2,59,41,0,2,80,8,10,1790,67,30,0.44,30,0.49,48,78,8089.538447,3535,0.282422,3.08,7
